"size_date","size_ret"
"5 1970-07-14",0.00100887527555432
"3 1970-07-14",-0.00377352663012511
"4 1970-07-14",-0.00343397305292814
"2 1970-07-14",-0.00353789867834782
"1 1970-07-14",-0.00498248438534854
"5 1970-07-15",0.00849601398195182
"3 1970-07-15",0.00689056605328749
"4 1970-07-15",0.0110944028328631
"2 1970-07-15",0.002999093772608
"1 1970-07-15",0.00206333803712162
"5 1970-07-16",0.0153504807402108
"3 1970-07-16",0.013750594509967
"4 1970-07-16",0.0136551403720684
"2 1970-07-16",0.0100576116695826
"1 1970-07-16",0.00453193850101731
"5 1970-07-17",0.0204949726328117
"3 1970-07-17",0.0180248417199453
"4 1970-07-17",0.0180182929365459
"2 1970-07-17",0.0137109121533672
"1 1970-07-17",0.0130160427820453
"5 1970-07-20",0.000562272980352237
"3 1970-07-20",0.0107220476778281
"4 1970-07-20",0.00661540289188751
"2 1970-07-20",0.00944883585246653
"1 1970-07-20",0.00645084143296902
"5 1970-07-21",-0.00501302896322461
"3 1970-07-21",-0.00444122379594205
"4 1970-07-21",-0.0131221224241918
"2 1970-07-21",-0.00823090476556144
"1 1970-07-21",-0.00475209885192788
"5 1970-07-22",-0.00152573955394261
"3 1970-07-22",0.00374127908515941
"4 1970-07-22",0.00873215221232466
"2 1970-07-22",0.0037089570855155
"1 1970-07-22",0.00336420605139172
"5 1970-07-23",0.0113590833779054
"3 1970-07-23",0.00374848644764171
"4 1970-07-23",0.0114904229639179
"2 1970-07-23",0.0080306041719612
"1 1970-07-23",0.00155875143534979
"5 1970-07-24",-0.00322289878510211
"3 1970-07-24",0.00349565527567869
